Accelerometor Data,Action
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [0.1149120032787323, -12.41049575805664, 0.1149120032787323]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [-2.9494080543518066, -9.116352081298828, 3.830399990081787]]",walking
"[[8.618399620056152, 3.945312023162842, -0.9192960262298584], [-2.9494080543518066, -9.116352081298828, 3.830399990081787]]",walking
"[[8.618399620056152, 2.2216320037841797, -0.9959040284156799], [-2.9494080543518066, -9.116352081298828, 3.830399990081787]]",walking
"[[8.618399620056152, 2.2216320037841797, -0.9959040284156799], [-2.9494080543518066, -9.116352081298828, 3.830399990081787]]",walking
"[[8.618399620056152, 2.2216320037841797, -0.9959040284156799], [-2.9494080543518066, -9.116352081298828, 3.830399990081787]]",walking
"[[8.618399620056152, 2.2216320037841797, -0.9959040284156799], [-2.374847888946533, -8.963135719299316, 0.5745599865913391]]",walking
"[[9.805824279785156, 2.9494080543518066, -1.9918080568313599], [-2.374847888946533, -8.963135719299316, 0.5745599865913391]]",walking
"[[12.60201644897461, 3.6388800144195557, -2.2599360942840576], [-2.374847888946533, -8.963135719299316, 0.5745599865913391]]",walking
"[[7.9672322273254395, 2.489759922027588, -0.4596480131149292], [-0.6128640174865723, -5.056128025054932, -5.668992042541504]]",walking
"[[7.9672322273254395, 2.489759922027588, -0.4596480131149292], [-4.3666558265686035, -7.775712013244629, 2.9494080543518066]]",walking
"[[9.346176147460938, 1.8768960237503052, -2.2216320037841797], [-4.3666558265686035, -7.775712013244629, 2.9494080543518066]]",walking
"[[9.346176147460938, 1.8768960237503052, -2.2216320037841797], [-4.3666558265686035, -7.775712013244629, 2.9494080543518066]]",walking
"[[9.346176147460938, 1.8768960237503052, -2.2216320037841797], [-4.3666558265686035, -7.775712013244629, 2.9494080543518066]]",walking
"[[9.882431983947754, 3.179231882095337, -0.8426880240440369], [-0.5362560153007507, -9.652607917785645, 0.15321600437164307]]",walking
"[[9.882431983947754, 3.179231882095337, -0.8426880240440369], [-0.5362560153007507, -9.652607917785645, 0.15321600437164307]]",walking
"[[9.576000213623047, 4.21343994140625, -2.451456069946289], [-2.3365440368652344, -9.729215621948242, 0.26812800765037537]]",armswing
"[[1.9151999950408936, 8.235360145568848, -3.6388800144195557], [-2.3365440368652344, -9.729215621948242, 0.26812800765037537]]",armswing
"[[1.9151999950408936, 8.235360145568848, -3.6388800144195557], [-2.3365440368652344, -9.729215621948242, 0.26812800765037537]]",armswing
"[[1.9151999950408936, 8.235360145568848, -3.6388800144195557], [-1.3789440393447876, -9.346176147460938, -0.03830400109291077]]",armswing
"[[6.1669440269470215, 5.400864124298096, -7.31606388092041], [-1.3789440393447876, -9.346176147460938, -0.03830400109291077]]",armswing
"[[6.1669440269470215, 5.400864124298096, -7.31606388092041], [-1.3789440393447876, -9.346176147460938, -0.03830400109291077]]",armswing
"[[5.554080009460449, 5.171040058135986, -7.814015865325928], [-1.570464015007019, -9.116352081298828, -0.07660800218582153]]",armswing
"[[5.554080009460449, 5.171040058135986, -7.814015865325928], [-2.413151979446411, -9.116352081298828, 0.6894720196723938]]",armswing
"[[3.7154879570007324, 6.052031993865967, -6.549983978271484], [-2.413151979446411, -9.116352081298828, 0.6894720196723938]]",armswing
"[[3.7154879570007324, 6.052031993865967, -6.549983978271484], [-2.413151979446411, -9.116352081298828, 0.6894720196723938]]",armswing
"[[3.7154879570007324, 6.052031993865967, -6.549983978271484], [-2.413151979446411, -9.116352081298828, 0.6894720196723938]]",armswing
"[[3.7154879570007324, 6.052031993865967, -6.549983978271484], [-2.1833279132843018, -9.26956844329834, 0.07660800218582153]]",armswing
"[[5.783904075622559, 4.3666558265686035, -5.592383861541748], [-2.1833279132843018, -9.26956844329834, 0.07660800218582153]]",armswing
"[[5.783904075622559, 4.3666558265686035, -5.592383861541748], [-2.1833279132843018, -9.26956844329834, 0.07660800218582153]]",armswing
"[[5.783904075622559, 4.3666558265686035, -5.592383861541748], [-2.1833279132843018, -9.26956844329834, 0.07660800218582153]]",armswing
"[[5.783904075622559, 4.3666558265686035, -5.592383861541748], [-1.953503966331482, -9.26956844329834, -0.1149120032787323]]",armswing
"[[4.63478422164917, 5.707295894622803, -7.354368209838867], [-1.953503966331482, -9.26956844329834, -0.1149120032787323]]",armswing
"[[4.63478422164917, 5.707295894622803, -7.354368209838867], [-1.953503966331482, -9.26956844329834, -0.1149120032787323]]",armswing
"[[4.63478422164917, 5.707295894622803, -7.354368209838867], [-1.953503966331482, -9.26956844329834, -0.1149120032787323]]",armswing
"[[4.63478422164917, 5.707295894622803, -7.354368209838867], [-2.2599360942840576, -9.231264114379883, 0.5745599865913391]]",armswing
"[[4.251743793487549, 6.128640174865723, -6.741504192352295], [-2.2599360942840576, -9.231264114379883, 0.5745599865913391]]",armswing
"[[4.251743793487549, 6.128640174865723, -6.741504192352295], [-2.2599360942840576, -9.231264114379883, 0.5745599865913391]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-1.9151999950408936, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-1.9151999950408936, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-1.9151999950408936, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-1.9151999950408936, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-2.413151979446411, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.430975914001465, 3.868704080581665, -6.128640174865723], [-2.413151979446411, -9.384480476379395, -0.2298240065574646]]",armswing
"[[8.043840408325195, 2.451456069946289, -8.388575553894043], [-2.413151979446411, -9.384480476379395, -0.2298240065574646]]",armswing
"[[8.043840408325195, 2.451456069946289, -8.388575553894043], [-2.374847888946533, -9.346176147460938, -0.07660800218582153]]",armswing
"[[2.6429760456085205, 7.2394561767578125, -6.4733757972717285], [-2.106719970703125, -9.384480476379395, 0.15321600437164307]]",armswing
"[[2.6429760456085205, 7.2394561767578125, -6.4733757972717285], [-1.6470719575881958, -9.30787181854248, -0.5362560153007507]]",armswing
"[[2.6429760456085205, 7.2394561767578125, -6.4733757972717285], [-1.6470719575881958, -9.30787181854248, -0.5362560153007507]]",armswing
"[[2.6429760456085205, 7.2394561767578125, -6.4733757972717285], [-1.6470719575881958, -9.30787181854248, -0.5362560153007507]]",armswing
"[[6.358463764190674, 4.673088073730469, -6.818111896514893], [-1.6470719575881958, -9.30787181854248, -0.5362560153007507]]",armswing
"[[6.358463764190674, 4.673088073730469, -6.818111896514893], [-2.2216320037841797, -9.384480476379395, 0.1149120032787323]]",armswing
"[[7.086239814758301, 4.098527908325195, -7.009632110595703], [-2.2216320037841797, -9.384480476379395, 0.1149120032787323]]",armswing
"[[7.086239814758301, 4.098527908325195, -7.009632110595703], [-1.9918080568313599, -9.30787181854248, -0.26812800765037537]]",armswing
"[[7.086239814758301, 4.098527908325195, -7.009632110595703], [-1.9918080568313599, -9.30787181854248, -0.26812800765037537]]",armswing
"[[7.086239814758301, 4.098527908325195, -7.009632110595703], [-1.9918080568313599, -9.30787181854248, -0.26812800765037537]]",armswing
"[[3.179231882095337, 5.630688190460205, -7.162847995758057], [-1.9918080568313599, -9.116352081298828, 0.3447360098361969]]",armswing
"[[3.179231882095337, 5.630688190460205, -7.162847995758057], [-1.9918080568313599, -9.116352081298828, 0.3447360098361969]]",armswing
"[[2.9877119064331055, 6.588287830352783, -6.1669440269470215], [-1.9918080568313599, -9.116352081298828, 0.3447360098361969]]",armswing
"[[2.9877119064331055, 6.588287830352783, -6.1669440269470215], [-1.8002879619598389, -9.231264114379883, -0.07660800218582153]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.818111896514893], [-1.8002879619598389, -9.231264114379883, -0.07660800218582153]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.818111896514893], [-1.8002879619598389, -9.231264114379883, -0.07660800218582153]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.818111896514893], [-1.8002879619598389, -9.231264114379883, -0.07660800218582153]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.818111896514893], [-2.489759922027588, -9.30787181854248, 0.03830400109291077]]",armswing
"[[7.124544143676758, 4.711391925811768, -5.171040058135986], [-2.489759922027588, -9.30787181854248, 0.03830400109291077]]",armswing
"[[7.124544143676758, 4.711391925811768, -5.171040058135986], [-1.8385920524597168, -9.231264114379883, -0.4596480131149292]]",armswing
"[[7.124544143676758, 4.711391925811768, -5.171040058135986], [-1.8385920524597168, -9.231264114379883, -0.4596480131149292]]",armswing
"[[7.124544143676758, 4.711391925811768, -5.171040058135986], [-1.8385920524597168, -9.231264114379883, -0.4596480131149292]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-1.8385920524597168, -9.231264114379883, -0.4596480131149292]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[3.945312023162842, 4.328351974487305, -7.392672061920166], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[2.5663681030273438, 6.933023929595947, -5.937119960784912], [-2.2599360942840576, -9.30787181854248, 0.3447360098361969]]",armswing
"[[2.5663681030273438, 6.933023929595947, -5.937119960784912], [-1.9151999950408936, -9.154656410217285, 0.1149120032787323]]",armswing
"[[2.5663681030273438, 6.933023929595947, -5.937119960784912], [-1.9151999950408936, -9.154656410217285, 0.1149120032787323]]",armswing
"[[2.5663681030273438, 6.933023929595947, -5.937119960784912], [-1.9151999950408936, -9.154656410217285, 0.1149120032787323]]",armswing
"[[6.933023929595947, 4.098527908325195, -6.1669440269470215], [-2.2216320037841797, -9.461088180541992, 0.0]]",armswing
"[[6.933023929595947, 4.098527908325195, -6.1669440269470215], [-2.2216320037841797, -9.461088180541992, 0.0]]",armswing
"[[6.933023929595947, 4.098527908325195, -6.1669440269470215], [-2.106719970703125, -9.192959785461426, 0.30643200874328613]]",armswing
"[[6.933023929595947, 4.098527908325195, -6.1669440269470215], [-2.106719970703125, -9.192959785461426, 0.30643200874328613]]",armswing
"[[2.6429760456085205, 4.788000106811523, -7.5458879470825195], [-2.106719970703125, -9.192959785461426, 0.30643200874328613]]",armswing
"[[2.6429760456085205, 4.788000106811523, -7.5458879470825195], [-2.106719970703125, -9.192959785461426, 0.30643200874328613]]",armswing
"[[2.6429760456085205, 4.788000106811523, -7.5458879470825195], [-2.106719970703125, -9.192959785461426, 0.30643200874328613]]",armswing
"[[2.6429760456085205, 4.788000106811523, -7.5458879470825195], [-2.106719970703125, -9.53769588470459, 0.19152000546455383]]",armswing
"[[3.217535972595215, 5.285952091217041, -7.469279766082764], [-2.106719970703125, -9.53769588470459, 0.19152000546455383]]",armswing
"[[3.217535972595215, 5.285952091217041, -7.469279766082764], [-2.106719970703125, -9.53769588470459, 0.19152000546455383]]",armswing
"[[3.217535972595215, 5.285952091217041, -7.469279766082764], [-2.106719970703125, -9.53769588470459, 0.19152000546455383]]",armswing
"[[3.217535972595215, 5.285952091217041, -7.469279766082764], [-1.7619839906692505, -9.384480476379395, -0.3447360098361969]]",armswing
"[[6.779808044433594, 5.477471828460693, -5.630688190460205], [-1.7619839906692505, -9.384480476379395, -0.3447360098361969]]",armswing
"[[6.779808044433594, 5.477471828460693, -5.630688190460205], [-1.7619839906692505, -9.384480476379395, -0.3447360098361969]]",armswing
"[[6.779808044433594, 5.477471828460693, -5.630688190460205], [-1.7619839906692505, -9.384480476379395, -0.3447360098361969]]",armswing
"[[6.779808044433594, 5.477471828460693, -5.630688190460205], [-2.2599360942840576, -9.26956844329834, 0.30643200874328613]]",armswing
"[[6.281856060028076, 3.0643200874328613, -7.775712013244629], [-2.2599360942840576, -9.26956844329834, 0.30643200874328613]]",armswing
"[[6.281856060028076, 3.0643200874328613, -7.775712013244629], [-1.6470719575881958, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.2394561767578125, 3.9836161136627197, -6.779808044433594], [-1.6470719575881958, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.2394561767578125, 3.9836161136627197, -6.779808044433594], [-1.6470719575881958, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.2394561767578125, 3.9836161136627197, -6.779808044433594], [-1.6470719575881958, -9.30787181854248, -0.15321600437164307]]",armswing
"[[7.2394561767578125, 3.9836161136627197, -6.779808044433594], [-2.2599360942840576, -9.078047752380371, 0.15321600437164307]]",armswing
"[[7.2394561767578125, 3.9836161136627197, -6.779808044433594], [-2.2599360942840576, -9.078047752380371, 0.15321600437164307]]",armswing
"[[3.140928030014038, 6.281856060028076, -6.128640174865723], [-1.8002879619598389, -9.461088180541992, -0.19152000546455383]]",armswing
"[[3.140928030014038, 6.281856060028076, -6.128640174865723], [-1.8002879619598389, -9.461088180541992, -0.19152000546455383]]",armswing
"[[3.140928030014038, 6.281856060028076, -6.128640174865723], [-1.8002879619598389, -9.461088180541992, -0.19152000546455383]]",armswing
"[[5.017824172973633, 5.32425594329834, -7.31606388092041], [-1.8002879619598389, -9.461088180541992, -0.19152000546455383]]",armswing
"[[5.017824172973633, 5.32425594329834, -7.31606388092041], [-1.7619839906692505, -9.346176147460938, 0.03830400109291077]]",armswing
"[[5.017824172973633, 5.32425594329834, -7.31606388092041], [-1.7619839906692505, -9.346176147460938, 0.03830400109291077]]",armswing
"[[5.937119960784912, 5.51577615737915, -6.320159912109375], [-2.1833279132843018, -9.26956844329834, -0.19152000546455383]]",armswing
"[[6.62659215927124, 4.4049601554870605, -6.090335845947266], [-2.1833279132843018, -9.26956844329834, -0.19152000546455383]]",armswing
"[[6.62659215927124, 4.4049601554870605, -6.090335845947266], [-2.1833279132843018, -9.26956844329834, -0.19152000546455383]]",armswing
"[[6.62659215927124, 4.4049601554870605, -6.090335845947266], [-2.1833279132843018, -9.30787181854248, -0.15321600437164307]]",armswing
"[[4.979519844055176, 3.868704080581665, -7.277760028839111], [-1.6853760480880737, -9.30787181854248, 0.19152000546455383]]",armswing
"[[4.63478422164917, 5.937119960784912, -6.818111896514893], [-1.6853760480880737, -9.30787181854248, 0.19152000546455383]]",armswing
"[[4.63478422164917, 5.937119960784912, -6.818111896514893], [-2.106719970703125, -9.231264114379883, 0.6511679887771606]]",armswing
"[[3.6388800144195557, 5.630688190460205, -6.62659215927124], [-2.106719970703125, -9.231264114379883, 0.6511679887771606]]",armswing
"[[3.6388800144195557, 5.630688190460205, -6.62659215927124], [-2.106719970703125, -9.231264114379883, 0.6511679887771606]]",armswing
"[[5.056128025054932, 4.826303958892822, -6.894720077514648], [-2.106719970703125, -9.231264114379883, 0.6511679887771606]]",armswing
"[[5.056128025054932, 4.826303958892822, -6.894720077514648], [-2.106719970703125, -9.231264114379883, 0.2298240065574646]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.933023929595947], [-2.1833279132843018, -9.30787181854248, 0.15321600437164307]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.933023929595947], [-2.1833279132843018, -9.30787181854248, 0.15321600437164307]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.933023929595947], [-2.1833279132843018, -9.30787181854248, 0.15321600437164307]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.933023929595947], [-1.8768960237503052, -9.422783851623535, 0.03830400109291077]]",armswing
"[[5.860511779785156, 3.945312023162842, -7.2011518478393555], [-1.8768960237503052, -9.422783851623535, 0.03830400109291077]]",armswing
"[[5.860511779785156, 3.945312023162842, -7.2011518478393555], [-2.106719970703125, -9.192959785461426, -0.19152000546455383]]",armswing
"[[5.860511779785156, 3.945312023162842, -7.2011518478393555], [-2.106719970703125, -9.192959785461426, -0.19152000546455383]]",armswing
"[[5.860511779785156, 3.945312023162842, -7.2011518478393555], [-2.3365440368652344, -9.116352081298828, -0.2298240065574646]]",armswing
"[[4.098527908325195, 4.175136089324951, -7.584191799163818], [-2.3365440368652344, -9.116352081298828, -0.2298240065574646]]",armswing
"[[4.098527908325195, 4.175136089324951, -7.584191799163818], [-2.3365440368652344, -9.116352081298828, -0.2298240065574646]]",armswing
"[[4.098527908325195, 4.175136089324951, -7.584191799163818], [-2.489759922027588, -9.192959785461426, 0.38304001092910767]]",armswing
"[[4.098527908325195, 4.175136089324951, -7.584191799163818], [-2.489759922027588, -9.192959785461426, 0.38304001092910767]]",armswing
"[[2.528064012527466, 7.31606388092041, -6.358463764190674], [-2.489759922027588, -9.192959785461426, 0.38304001092910767]]",armswing
"[[2.528064012527466, 7.31606388092041, -6.358463764190674], [-2.489759922027588, -9.192959785461426, 0.38304001092910767]]",armswing
"[[4.979519844055176, 4.519872188568115, -7.277760028839111], [-2.0301120281219482, -9.30787181854248, -0.26812800765037537]]",armswing
"[[4.979519844055176, 4.519872188568115, -7.277760028839111], [-2.0301120281219482, -9.30787181854248, -0.26812800765037537]]",armswing
"[[4.979519844055176, 4.519872188568115, -7.277760028839111], [-2.0301120281219482, -9.30787181854248, -0.26812800765037537]]",armswing
"[[4.979519844055176, 4.519872188568115, -7.277760028839111], [-1.6470719575881958, -9.30787181854248, -0.42134401202201843]]",armswing
"[[7.354368209838867, 6.013728141784668, -5.017824172973633], [-1.6470719575881958, -9.30787181854248, -0.42134401202201843]]",armswing
"[[7.354368209838867, 6.013728141784668, -5.017824172973633], [-1.6470719575881958, -9.30787181854248, -0.42134401202201843]]",armswing
"[[7.354368209838867, 6.013728141784668, -5.017824172973633], [-1.6470719575881958, -9.30787181854248, -0.42134401202201843]]",armswing
"[[7.354368209838867, 6.013728141784668, -5.017824172973633], [-2.068416118621826, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.384480476379395, -0.2298240065574646]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.422783851623535, 0.30643200874328613]]",armswing
"[[7.162847995758057, 5.937119960784912, -4.175136089324951], [-2.068416118621826, -9.422783851623535, 0.30643200874328613]]",armswing
"[[5.4391679763793945, 4.481567859649658, -6.703199863433838], [-2.068416118621826, -9.422783851623535, 0.30643200874328613]]",armswing
"[[2.145024061203003, 7.5458879470825195, -5.783904075622559], [-2.068416118621826, -9.422783851623535, 0.30643200874328613]]",armswing
"[[2.145024061203003, 7.5458879470825195, -5.783904075622559], [-2.145024061203003, -9.346176147460938, 0.19152000546455383]]",armswing
"[[2.145024061203003, 7.5458879470825195, -5.783904075622559], [-2.145024061203003, -9.346176147460938, 0.19152000546455383]]",armswing
"[[2.145024061203003, 7.5458879470825195, -5.783904075622559], [-1.723680019378662, -9.422783851623535, -0.6128640174865723]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.281856060028076], [-1.723680019378662, -9.422783851623535, -0.6128640174865723]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.281856060028076], [-1.723680019378662, -9.422783851623535, -0.6128640174865723]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.281856060028076], [-1.723680019378662, -9.422783851623535, -0.6128640174865723]]",armswing
"[[6.20524787902832, 4.443264007568359, -6.281856060028076], [-1.8002879619598389, -9.384480476379395, -0.1149120032787323]]",armswing
"[[7.430975914001465, 5.400864124298096, -6.090335845947266], [-1.8002879619598389, -9.384480476379395, -0.1149120032787323]]",armswing
"[[7.430975914001465, 5.400864124298096, -6.090335845947266], [-1.8002879619598389, -9.384480476379395, -0.1149120032787323]]",armswing
"[[7.430975914001465, 5.400864124298096, -6.090335845947266], [-1.8002879619598389, -9.384480476379395, -0.1149120032787323]]",armswing
"[[7.430975914001465, 5.400864124298096, -6.090335845947266], [-1.6087679862976074, -9.154656410217285, -0.26812800765037537]]",armswing
"[[7.5458879470825195, 4.558176040649414, -5.668992042541504], [-1.6087679862976074, -9.154656410217285, -0.26812800765037537]]",armswing
"[[7.5458879470825195, 4.558176040649414, -5.668992042541504], [-1.6087679862976074, -9.154656410217285, -0.26812800765037537]]",armswing
"[[7.5458879470825195, 4.558176040649414, -5.668992042541504], [-1.6087679862976074, -9.154656410217285, -0.26812800765037537]]",armswing
"[[7.5458879470825195, 4.558176040649414, -5.668992042541504], [-1.8002879619598389, -9.192959785461426, -0.1149120032787323]]",armswing
"[[4.826303958892822, 5.898816108703613, -6.933023929595947], [-1.8002879619598389, -9.192959785461426, -0.1149120032787323]]",armswing
"[[4.826303958892822, 5.898816108703613, -6.933023929595947], [-1.8002879619598389, -9.192959785461426, -0.1149120032787323]]",armswing
"[[4.826303958892822, 5.898816108703613, -6.933023929595947], [-2.106719970703125, -9.26956844329834, 0.15321600437164307]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-2.106719970703125, -9.26956844329834, 0.15321600437164307]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-2.106719970703125, -9.26956844329834, 0.15321600437164307]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-2.106719970703125, -9.26956844329834, 0.15321600437164307]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-1.9918080568313599, -9.53769588470459, -0.42134401202201843]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-1.9918080568313599, -9.53769588470459, -0.42134401202201843]]",armswing
"[[4.63478422164917, 5.51577615737915, -6.62659215927124], [-1.9918080568313599, -9.53769588470459, -0.42134401202201843]]",armswing
"[[7.507584095001221, 5.822207927703857, -5.247647762298584], [-1.9918080568313599, -9.53769588470459, -0.42134401202201843]]",armswing
"[[7.507584095001221, 5.822207927703857, -5.247647762298584], [-1.9918080568313599, -9.53769588470459, -0.42134401202201843]]",armswing
"[[7.507584095001221, 5.822207927703857, -5.247647762298584], [-2.2216320037841797, -9.346176147460938, 0.3447360098361969]]",armswing
"[[7.507584095001221, 5.822207927703857, -5.247647762298584], [-2.2216320037841797, -9.346176147460938, 0.3447360098361969]]",armswing
"[[7.507584095001221, 5.822207927703857, -5.247647762298584], [-2.2216320037841797, -9.346176147460938, 0.3447360098361969]]",armswing
"[[6.971327781677246, 5.937119960784912, -5.51577615737915], [-2.2216320037841797, -9.346176147460938, 0.3447360098361969]]",armswing
"[[6.971327781677246, 5.937119960784912, -5.51577615737915], [-1.9918080568313599, -9.26956844329834, -0.03830400109291077]]",armswing
"[[6.971327781677246, 5.937119960784912, -5.51577615737915], [-1.9918080568313599, -9.26956844329834, -0.03830400109291077]]",armswing
"[[6.971327781677246, 5.937119960784912, -5.51577615737915], [-1.9918080568313599, -9.26956844329834, -0.03830400109291077]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.779808044433594], [-1.9918080568313599, -9.26956844329834, -0.03830400109291077]]",armswing
"[[6.396768093109131, 4.098527908325195, -6.779808044433594], [-1.3789440393447876, -9.422783851623535, 0.1149120032787323]]",armswing
"[[3.830399990081787, 6.664896011352539, -6.894720077514648], [-2.2982399463653564, -9.26956844329834, 0.42134401202201843]]",armswing
"[[3.945312023162842, 6.052031993865967, -6.894720077514648], [-2.2982399463653564, -9.26956844329834, 0.42134401202201843]]",armswing
"[[3.945312023162842, 6.052031993865967, -6.894720077514648], [-1.8385920524597168, -9.30787181854248, 0.0]]",armswing
"[[6.85641622543335, 2.489759922027588, -5.32425594329834], [-1.8385920524597168, -9.30787181854248, 0.0]]",armswing
"[[6.85641622543335, 2.489759922027588, -5.32425594329834], [-1.5321600437164307, -9.53769588470459, 0.15321600437164307]]",armswing
"[[6.320159912109375, 4.864607810974121, -5.937119960784912], [-1.5321600437164307, -9.53769588470459, 0.15321600437164307]]",armswing
"[[6.320159912109375, 4.864607810974121, -5.937119960784912], [-1.8768960237503052, -9.346176147460938, 0.07660800218582153]]",armswing
"[[6.85641622543335, 6.818111896514893, -5.056128025054932], [-1.8768960237503052, -9.346176147460938, 0.07660800218582153]]",armswing
"[[6.85641622543335, 6.818111896514893, -5.056128025054932], [-1.9151999950408936, -9.346176147460938, 0.0]]",armswing
"[[6.85641622543335, 6.818111896514893, -5.056128025054932], [-1.9151999950408936, -9.346176147460938, 0.0]]",armswing
"[[5.783904075622559, 3.6771841049194336, -6.5116801261901855], [-1.9151999950408936, -9.346176147460938, 0.0]]",armswing
"[[3.792095899581909, 6.128640174865723, -6.281856060028076], [-2.451456069946289, -9.30787181854248, 0.6511679887771606]]",armswing
